C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_55_866.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_55_866.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_55_866.jpg,0,0,0,4.922486E-06
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_55_955.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_55_955.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_55_955.jpg,0,0,0,5.420057E-06
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_56_036.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_56_036.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_56_036.jpg,0,0,0,5.520082E-06
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_56_119.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_56_119.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_56_119.jpg,0,0,0,5.984324E-06
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_56_284.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_56_284.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_56_284.jpg,0,0.2856261,0,0.3819202
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_56_393.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_56_393.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_56_393.jpg,0,0.0073044,0,0.3358194
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_56_475.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_56_475.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_56_475.jpg,0,0,0,0.3480997
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_56_524.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_56_524.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_56_524.jpg,0,0,0,0.3453039
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_56_699.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_56_699.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_56_699.jpg,0,0,0,0.3397802
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_56_761.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_56_761.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_56_761.jpg,0,0,0,0.3370518
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_56_957.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_56_957.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_56_957.jpg,0,0.2465241,0,0.5864801
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_57_027.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_57_027.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_57_027.jpg,0,0.5987928,0,1.372281
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_57_172.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_57_172.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_57_172.jpg,0,0.2253375,0,1.84626
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_57_250.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_57_250.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_57_250.jpg,0,0.4615587,0,2.273397
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_57_298.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_57_298.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_57_298.jpg,0,0.6868956,0,2.914264
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_57_371.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_57_371.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_57_371.jpg,0,0.9022434,0,3.755155
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_57_450.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_57_450.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_57_450.jpg,0,0.6631392,0,4.37807
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_57_590.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_57_590.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_57_590.jpg,0,1,0,5.650142
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_57_721.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_57_721.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_57_721.jpg,0,0.6092776,0,6.621587
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_57_857.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_57_857.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_57_857.jpg,0,0.7249129,0,7.619116
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_57_942.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_57_942.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_57_942.jpg,0,0.9737953,0,8.482363
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_58_032.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_58_032.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_58_032.jpg,0,0.6969832,0,9.260852
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_58_102.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_58_102.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_58_102.jpg,0,0.4873078,0,9.575712
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_58_200.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_58_200.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_58_200.jpg,0,0.190129,0,9.73303
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_58_275.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_58_275.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_58_275.jpg,0,0,0,9.670094
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_58_403.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_58_403.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_58_403.jpg,0,0,0,9.553741
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_58_511.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_58_511.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_58_511.jpg,-0.3,0,0,9.412104
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_58_586.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_58_586.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_58_586.jpg,0,0,0,9.348933
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_58_674.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_58_674.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_58_674.jpg,0,0,0,9.253863
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_58_743.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_58_743.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_58_743.jpg,0,0,0,9.197958
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_58_884.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_58_884.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_58_884.jpg,0,0,0,9.068999
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_58_959.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_58_959.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_58_959.jpg,0,0,0,8.996102
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_59_034.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_59_034.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_59_034.jpg,0,0,0,8.923792
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_59_113.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_59_113.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_59_113.jpg,0,0,0,8.852066
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_59_288.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_59_288.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_59_288.jpg,-0.25,0,0,8.693419
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_59_353.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_59_353.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_59_353.jpg,0,0,0,8.619433
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_59_533.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_59_533.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_59_533.jpg,-0.35,0,0,8.432159
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_59_661.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_59_661.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_59_661.jpg,0,0,0,8.285836
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_59_763.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_59_763.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_59_763.jpg,0,0,0,8.199497
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_59_841.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_59_841.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_59_841.jpg,0,0,0,8.132307
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_59_916.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_59_916.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_59_916.jpg,-0.2,0,0,8.057034
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_43_59_982.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_43_59_982.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_43_59_982.jpg,-0.35,0,0,7.986351
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_00_089.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_00_089.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_00_089.jpg,0,0,0,7.893567
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_00_159.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_00_159.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_00_159.jpg,0,0,0,7.828642
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_00_321.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_00_321.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_00_321.jpg,-0.35,0,0,7.688973
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_00_381.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_00_381.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_00_381.jpg,0,0,0,7.61515
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_00_534.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_00_534.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_00_534.jpg,-0.25,0,0,7.477659
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_00_611.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_00_611.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_00_611.jpg,0,0,0,7.411413
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_00_757.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_00_757.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_00_757.jpg,-0.25,0,0,7.292526
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_00_831.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_00_831.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_00_831.jpg,0,0,0,7.227832
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_00_984.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_00_984.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_00_984.jpg,-0.2,0,0,7.116403
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_01_064.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_01_064.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_01_064.jpg,0,0,0,7.055281
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_01_152.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_01_152.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_01_152.jpg,-0.25,0,0,6.971755
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_01_267.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_01_267.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_01_267.jpg,-0.5000001,0,0,6.860587
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_01_348.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_01_348.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_01_348.jpg,-0.7,0,0,6.755516
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_01_415.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_01_415.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_01_415.jpg,-0.9000002,0,0,6.635288
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_01_489.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_01_489.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_01_489.jpg,-1,0,0,6.540198
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_01_574.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_01_574.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_01_574.jpg,-1,0,0,6.437836
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_01_696.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_01_696.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_01_696.jpg,-1,0,0,6.33718
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_01_802.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_01_802.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_01_802.jpg,0,0,0,6.103793
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_01_923.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_01_923.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_01_923.jpg,0,0,0,6.025618
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_02_006.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_02_006.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_02_006.jpg,0,0,0,5.977812
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_02_153.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_02_153.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_02_153.jpg,0,0,0,5.883501
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_02_242.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_02_242.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_02_242.jpg,0,0.2757369,0,6.090483
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_02_344.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_02_344.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_02_344.jpg,0,0,0,6.04498
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_02_457.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_02_457.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_02_457.jpg,0,0,0,5.973317
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_02_542.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_02_542.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_02_542.jpg,0,0,0,5.925941
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_02_666.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_02_666.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_02_666.jpg,0,0.2008314,0,5.991238
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_02_735.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_02_735.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_02_735.jpg,0,0.4109718,0,6.331563
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_02_819.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_02_819.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_02_819.jpg,0,0.1612182,0,6.450792
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_02_899.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_02_899.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_02_899.jpg,0,0.4062723,0,6.779925
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_02_974.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_02_974.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_02_974.jpg,0,0.183261,0,6.916265
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_03_060.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_03_060.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_03_060.jpg,0,0,0,6.871796
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_03_186.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_03_186.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_03_186.jpg,0,0.2315952,0,6.944304
C:\Users\alliy\Documents\beta_simulator_windows\IMG\center_2022_12_04_15_44_03_260.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\left_2022_12_04_15_44_03_260.jpg,C:\Users\alliy\Documents\beta_simulator_windows\IMG\right_2022_12_04_15_44_03_260.jpg,0,0.01346371,0,6.91467
